seq_name	batch	sample.x	batch_number	read	lane	plate	sample_name	well	sample.y	number	genotype	experiment	barcode	X	Y	X_Y	well_no	dh_genotype
18048-85-04-11/BG-P21-well-11_S587_L007_R2_001	18048-85-04-11	587	11	2	7	21	BG-P21-well-11_S587_L007	A11	BG_WD_0727_2112	2112	511EB00296	WD_0727	ILLSINHA88	53	20	53_20	11	EB.09S.H.00414
18048-85-04-11/BG-P21-well-12_S588_L007_R1_001	18048-85-04-11	588	12	1	7	21	BG-P21-well-12_S588_L007	A12	BG_WD_0727_1902	1902	511EB00146	WD_0727	ILLSINHA96	68	9	68_9	12	EB.09S.H.00201
18048-85-04-11/BG-P21-well-12_S588_L007_R2_001	18048-85-04-11	588	12	2	7	21	BG-P21-well-12_S588_L007	A12	BG_WD_0727_1902	1902	511EB00146	WD_0727	ILLSINHA96	68	9	68_9	12	EB.09S.H.00201
18048-85-04-11/BG-P21-well-13_S589_L007_R1_001	18048-85-04-11	589	13	1	7	21	BG-P21-well-13_S589_L007	B1	BG_WD_0727_2050	2050	511EB00260	WD_0727	ILLSINHA7	67	16	67_16	13	EB.09S.H.00364
18048-85-04-11/BG-P21-well-13_S589_L007_R2_001	18048-85-04-11	589	13	2	7	21	BG-P21-well-13_S589_L007	B1	BG_WD_0727_2050	2050	511EB00260	WD_0727	ILLSINHA7	67	16	67_16	13	EB.09S.H.00364
18048-85-04-11/BG-P21-well-14_S590_L007_R1_001	18048-85-04-11	590	14	1	7	21	BG-P21-well-14_S590_L007	B2	BG_WD_0727_1819	1819	511EB00106	WD_0727	ILLSINHA15	64	4	64_4	14	EB.09S.H.00144
18048-85-04-11/BG-P21-well-14_S590_L007_R2_001	18048-85-04-11	590	14	2	7	21	BG-P21-well-14_S590_L007	B2	BG_WD_0727_1819	1819	511EB00106	WD_0727	ILLSINHA15	64	4	64_4	14	EB.09S.H.00144
18048-85-04-11/BG-P21-well-15_S591_L007_R1_001	18048-85-04-11	591	15	1	7	21	BG-P21-well-15_S591_L007	B3	BG_WD_0727_2162	2162	511EB00345	WD_0727	ILLSINHA23	65	22	65_22	15	EB.09S.H.00484
18048-85-04-11/BG-P21-well-15_S591_L007_R2_001	18048-85-04-11	591	15	2	7	21	BG-P21-well-15_S591_L007	B3	BG_WD_0727_2162	2162	511EB00345	WD_0727	ILLSINHA23	65	22	65_22	15	EB.09S.H.00484
18048-85-04-11/BG-P21-well-16_S592_L007_R1_001	18048-85-04-11	592	16	1	7	21	BG-P21-well-16_S592_L007	B4	BG_WD_0727_1957	1957	511EB00342	WD_0727	ILLSINHA31	51	11	51_11	16	EB.09S.H.00480
18048-85-04-11/BG-P21-well-16_S592_L007_R2_001	18048-85-04-11	592	16	2	7	21	BG-P21-well-16_S592_L007	B4	BG_WD_0727_1957	1957	511EB00342	WD_0727	ILLSINHA31	51	11	51_11	16	EB.09S.H.00480
18048-85-04-11/BG-P21-well-17_S593_L007_R1_001	18048-85-04-11	593	17	1	7	21	BG-P21-well-17_S593_L007	B5	BG_WD_0727_1976	1976	511EB00400	WD_0727	ILLSINHA39	69	12	69_12	17	EB.10H.H.00041
18048-85-04-11/BG-P21-well-17_S593_L007_R2_001	18048-85-04-11	593	17	2	7	21	BG-P21-well-17_S593_L007	B5	BG_WD_0727_1976	1976	511EB00400	WD_0727	ILLSINHA39	69	12	69_12	17	EB.10H.H.00041
18048-85-04-11/BG-P21-well-18_S594_L007_R1_001	18048-85-04-11	594	18	1	7	21	BG-P21-well-18_S594_L007	B6	BG_WD_0727_1830	1830	511EB00054	WD_0727	ILLSINHA47	64	5	64_5	18	EB.09S.H.00074
18048-85-04-11/BG-P21-well-18_S594_L007_R2_001	18048-85-04-11	594	18	2	7	21	BG-P21-well-18_S594_L007	B6	BG_WD_0727_1830	1830	511EB00054	WD_0727	ILLSINHA47	64	5	64_5	18	EB.09S.H.00074
18048-85-04-11/BG-P21-well-19_S595_L007_R1_001	18048-85-04-11	595	19	1	7	21	BG-P21-well-19_S595_L007	B7	BG_WD_0727_1949	1949	9A277-H3	WD_0727	ILLSINHA55	59	11	59_11	19	
18048-85-04-11/BG-P21-well-19_S595_L007_R2_001	18048-85-04-11	595	19	2	7	21	BG-P21-well-19_S595_L007	B7	BG_WD_0727_1949	1949	9A277-H3	WD_0727	ILLSINHA55	59	11	59_11	19	
18048-85-04-11/BG-P21-well-2_S578_L007_R1_001	18048-85-04-11	578	2	1	7	21	BG-P21-well-2_S578_L007	A2	BG_WD_0727_1872	1872	511EB00153	WD_0727	ILLSINHA16	60	7	60_7	2	EB.09S.H.00209
18048-85-04-11/BG-P21-well-2_S578_L007_R2_001	18048-85-04-11	578	2	2	7	21	BG-P21-well-2_S578_L007	A2	BG_WD_0727_1872	1872	511EB00153	WD_0727	ILLSINHA16	60	7	60_7	2	EB.09S.H.00209
18048-85-04-11/BG-P21-well-20_S596_L007_R1_001	18048-85-04-11	596	20	1	7	21	BG-P21-well-20_S596_L007	B8	BG_WD_0727_1997	1997	511EB00234	WD_0727	ILLSINHA63	52	14	52_14	20	EB.09S.H.00322
18048-85-04-11/BG-P21-well-20_S596_L007_R2_001	18048-85-04-11	596	20	2	7	21	BG-P21-well-20_S596_L007	B8	BG_WD_0727_1997	1997	511EB00234	WD_0727	ILLSINHA63	52	14	52_14	20	EB.09S.H.00322
18048-85-04-11/BG-P21-well-21_S597_L007_R1_001	18048-85-04-11	597	21	1	7	21	BG-P21-well-21_S597_L007	B9	BG_WD_0727_1858	1858	511EB00412	WD_0727	ILLSINHA71	65	6	65_6	21	EB.10H.H.00055
18048-85-04-11/BG-P21-well-21_S597_L007_R2_001	18048-85-04-11	597	21	2	7	21	BG-P21-well-21_S597_L007	B9	BG_WD_0727_1858	1858	511EB00412	WD_0727	ILLSINHA71	65	6	65_6	21	EB.10H.H.00055
18048-85-04-11/BG-P21-well-22_S598_L007_R1_001	18048-85-04-11	598	22	1	7	21	BG-P21-well-22_S598_L007	B10	BG_WD_0727_2061	2061	511EB00204	WD_0727	ILLSINHA79	61	17	61_17	22	EB.09S.H.00283
18048-85-04-11/BG-P21-well-22_S598_L007_R2_001	18048-85-04-11	598	22	2	7	21	BG-P21-well-22_S598_L007	B10	BG_WD_0727_2061	2061	511EB00204	WD_0727	ILLSINHA79	61	17	61_17	22	EB.09S.H.00283
18048-85-04-11/BG-P21-well-23_S599_L007_R1_001	18048-85-04-11	599	23	1	7	21	BG-P21-well-23_S599_L007	B11	BG_WD_0727_1869	1869	511EB00003	WD_0727	ILLSINHA87	63	7	63_7	23	EB.09S.H.00004
18048-85-04-11/BG-P21-well-23_S599_L007_R2_001	18048-85-04-11	599	23	2	7	21	BG-P21-well-23_S599_L007	B11	BG_WD_0727_1869	1869	511EB00003	WD_0727	ILLSINHA87	63	7	63_7	23	EB.09S.H.00004
18048-85-04-11/BG-P21-well-24_S600_L007_R1_001	18048-85-04-11	600	24	1	7	21	BG-P21-well-24_S600_L007	B12	BG_WD_0727_1874	1874	511EB00253	WD_0727	ILLSINHA95	58	7	58_7	24	EB.09S.H.00356
18048-85-04-11/BG-P21-well-24_S600_L007_R2_001	18048-85-04-11	600	24	2	7	21	BG-P21-well-24_S600_L007	B12	BG_WD_0727_1874	1874	511EB00253	WD_0727	ILLSINHA95	58	7	58_7	24	EB.09S.H.00356
18048-85-04-11/BG-P21-well-25_S601_L007_R1_001	18048-85-04-11	601	25	1	7	21	BG-P21-well-25_S601_L007	C1	BG_WD_0727_1848	1848	511EB00071	WD_0727	ILLSINHA6	55	6	55_6	25	EB.09S.H.00093
18048-85-04-11/BG-P21-well-25_S601_L007_R2_001	18048-85-04-11	601	25	2	7	21	BG-P21-well-25_S601_L007	C1	BG_WD_0727_1848	1848	511EB00071	WD_0727	ILLSINHA6	55	6	55_6	25	EB.09S.H.00093
18048-85-04-11/BG-P21-well-26_S602_L007_R1_001	18048-85-04-11	602	26	1	7	21	BG-P21-well-26_S602_L007	C2	BG_WD_0727_2164	2164	511EB00334	WD_0727	ILLSINHA14	67	22	67_22	26	EB.09S.H.00469
18048-85-04-11/BG-P21-well-26_S602_L007_R2_001	18048-85-04-11	602	26	2	7	21	BG-P21-well-26_S602_L007	C2	BG_WD_0727_2164	2164	511EB00334	WD_0727	ILLSINHA14	67	22	67_22	26	EB.09S.H.00469
18048-85-04-11/BG-P21-well-27_S603_L007_R1_001	18048-85-04-11	603	27	1	7	21	BG-P21-well-27_S603_L007	C3	BG_WD_0727_1922	1922	511EB00304	WD_0727	ILLSINHA22	53	10	53_10	27	EB.09S.H.00424
18048-85-04-11/BG-P21-well-27_S603_L007_R2_001	18048-85-04-11	603	27	2	7	21	BG-P21-well-27_S603_L007	C3	BG_WD_0727_1922	1922	511EB00304	WD_0727	ILLSINHA22	53	10	53_10	27	EB.09S.H.00424
18048-85-04-11/BG-P21-well-28_S604_L007_R1_001	18048-85-04-11	604	28	1	7	21	BG-P21-well-28_S604_L007	C4	BG_WD_0727_1835	1835	511EB00030	WD_0727	ILLSINHA30	59	5	59_5	28	EB.09S.H.00043
18048-85-04-11/BG-P21-well-28_S604_L007_R2_001	18048-85-04-11	604	28	2	7	21	BG-P21-well-28_S604_L007	C4	BG_WD_0727_1835	1835	511EB00030	WD_0727	ILLSINHA30	59	5	59_5	28	EB.09S.H.00043
18048-85-04-11/BG-P21-well-29_S605_L007_R1_001	18048-85-04-11	605	29	1	7	21	BG-P21-well-29_S605_L007	C5	BG_WD_0727_2033	2033	511EB00436	WD_0727	ILLSINHA38	51	15	51_15	29	EB.10H.H.00085
18048-85-04-11/BG-P21-well-29_S605_L007_R2_001	18048-85-04-11	605	29	2	7	21	BG-P21-well-29_S605_L007	C5	BG_WD_0727_2033	2033	511EB00436	WD_0727	ILLSINHA38	51	15	51_15	29	EB.10H.H.00085
18048-85-04-11/BG-P21-well-3_S579_L007_R1_001	18048-85-04-11	579	3	1	7	21	BG-P21-well-3_S579_L007	A3	BG_WD_0727_1826	1826	511EB00391	WD_0727	ILLSINHA24	68	5	68_5	3	EB.10H.H.00032
18048-85-04-11/BG-P21-well-3_S579_L007_R2_001	18048-85-04-11	579	3	2	7	21	BG-P21-well-3_S579_L007	A3	BG_WD_0727_1826	1826	511EB00391	WD_0727	ILLSINHA24	68	5	68_5	3	EB.10H.H.00032
18048-85-04-11/BG-P21-well-30_S606_L007_R1_001	18048-85-04-11	606	30	1	7	21	BG-P21-well-30_S606_L007	C6	BG_WD_0727_1846	1846	511EB00438	WD_0727	ILLSINHA46	53	6	53_6	30	EB.10H.H.00092
18048-85-04-11/BG-P21-well-30_S606_L007_R2_001	18048-85-04-11	606	30	2	7	21	BG-P21-well-30_S606_L007	C6	BG_WD_0727_1846	1846	511EB00438	WD_0727	ILLSINHA46	53	6	53_6	30	EB.10H.H.00092
18048-85-04-11/BG-P21-well-31_S607_L007_R1_001	18048-85-04-11	607	31	1	7	21	BG-P21-well-31_S607_L007	C7	BG_WD_0727_2063	2063	511EB00242	WD_0727	ILLSINHA54	59	17	59_17	31	EB.09S.H.00335
18048-85-04-11/BG-P21-well-31_S607_L007_R2_001	18048-85-04-11	607	31	2	7	21	BG-P21-well-31_S607_L007	C7	BG_WD_0727_2063	2063	511EB00242	WD_0727	ILLSINHA54	59	17	59_17	31	EB.09S.H.00335
18048-85-04-11/BG-P21-well-32_S608_L007_R1_001	18048-85-04-11	608	32	1	7	21	BG-P21-well-32_S608_L007	C8	BG_WD_0727_2007	2007	511EB00042	WD_0727	ILLSINHA62	62	14	62_14	32	EB.09S.H.00057
18048-85-04-11/BG-P21-well-32_S608_L007_R2_001	18048-85-04-11	608	32	2	7	21	BG-P21-well-32_S608_L007	C8	BG_WD_0727_2007	2007	511EB00042	WD_0727	ILLSINHA62	62	14	62_14	32	EB.09S.H.00057
18048-85-04-11/BG-P21-well-33_S609_L007_R1_001	18048-85-04-11	609	33	1	7	21	BG-P21-well-33_S609_L007	C9	BG_WD_0727_2092	2092	511EB00354	WD_0727	ILLSINHA70	68	19	68_19	33	EB.09S.H.00502
18048-85-04-11/BG-P21-well-33_S609_L007_R2_001	18048-85-04-11	609	33	2	7	21	BG-P21-well-33_S609_L007	C9	BG_WD_0727_2092	2092	511EB00354	WD_0727	ILLSINHA70	68	19	68_19	33	EB.09S.H.00502
18048-85-04-11/BG-P21-well-34_S610_L007_R1_001	18048-85-04-11	610	34	1	7	21	BG-P21-well-34_S610_L007	C10	BG_WD_0727_1900	1900	511EB00322	WD_0727	ILLSINHA78	69	8	69_8	34	EB.09S.H.00451
18048-85-04-11/BG-P21-well-34_S610_L007_R2_001	18048-85-04-11	610	34	2	7	21	BG-P21-well-34_S610_L007	C10	BG_WD_0727_1900	1900	511EB00322	WD_0727	ILLSINHA78	69	8	69_8	34	EB.09S.H.00451
18048-85-04-11/BG-P21-well-35_S611_L007_R1_001	18048-85-04-11	611	35	1	7	21	BG-P21-well-35_S611_L007	C11	BG_WD_0727_1919	1919	9ESGALLERY	WD_0727	ILLSINHA86	51	9	51_9	35	
18048-85-04-11/BG-P21-well-35_S611_L007_R2_001	18048-85-04-11	611	35	2	7	21	BG-P21-well-35_S611_L007	C11	BG_WD_0727_1919	1919	9ESGALLERY	WD_0727	ILLSINHA86	51	9	51_9	35	
18048-85-04-11/BG-P21-well-36_S612_L007_R1_001	18048-85-04-11	612	36	1	7	21	BG-P21-well-36_S612_L007	C12	BG_WD_0727_1995	1995	511EB00083	WD_0727	ILLSINHA94	51	13	51_13	36	EB.09S.H.00108
18048-85-04-11/BG-P21-well-36_S612_L007_R2_001	18048-85-04-11	612	36	2	7	21	BG-P21-well-36_S612_L007	C12	BG_WD_0727_1995	1995	511EB00083	WD_0727	ILLSINHA94	51	13	51_13	36	EB.09S.H.00108
18048-85-04-11/BG-P21-well-37_S613_L007_R1_001	18048-85-04-11	613	37	1	7	21	BG-P21-well-37_S613_L007	D1	BG_WD_0727_1918	1918	511EB00468	WD_0727	ILLSINHA5	52	9	52_9	37	EB.10H.H.00143
18048-85-04-11/BG-P21-well-37_S613_L007_R2_001	18048-85-04-11	613	37	2	7	21	BG-P21-well-37_S613_L007	D1	BG_WD_0727_1918	1918	511EB00468	WD_0727	ILLSINHA5	52	9	52_9	37	EB.10H.H.00143
18048-85-04-11/BG-P21-well-38_S614_L007_R1_001	18048-85-04-11	614	38	1	7	21	BG-P21-well-38_S614_L007	D2	BG_WD_0727_2118	2118	511EB00021	WD_0727	ILLSINHA13	59	20	59_20	38	EB.09S.H.00028
18048-85-04-11/BG-P21-well-38_S614_L007_R2_001	18048-85-04-11	614	38	2	7	21	BG-P21-well-38_S614_L007	D2	BG_WD_0727_2118	2118	511EB00021	WD_0727	ILLSINHA13	59	20	59_20	38	EB.09S.H.00028
18048-85-04-11/BG-P21-well-39_S615_L007_R1_001	18048-85-04-11	615	39	1	7	21	BG-P21-well-39_S615_L007	D3	BG_WD_0727_1863	1863	511EB00220	WD_0727	ILLSINHA21	69	7	69_7	39	EB.09S.H.00306
18048-85-04-11/BG-P21-well-39_S615_L007_R2_001	18048-85-04-11	615	39	2	7	21	BG-P21-well-39_S615_L007	D3	BG_WD_0727_1863	1863	511EB00220	WD_0727	ILLSINHA21	69	7	69_7	39	EB.09S.H.00306
18048-85-04-11/BG-P21-well-4_S580_L007_R1_001	18048-85-04-11	580	4	1	7	21	BG-P21-well-4_S580_L007	A4	BG_WD_0727_1834	1834	511EB00272	WD_0727	ILLSINHA32	60	5	60_5	4	EB.09S.H.00382
18048-85-04-11/BG-P21-well-4_S580_L007_R2_001	18048-85-04-11	580	4	2	7	21	BG-P21-well-4_S580_L007	A4	BG_WD_0727_1834	1834	511EB00272	WD_0727	ILLSINHA32	60	5	60_5	4	EB.09S.H.00382
18048-85-04-11/BG-P21-well-40_S616_L007_R1_001	18048-85-04-11	616	40	1	7	21	BG-P21-well-40_S616_L007	D4	BG_WD_0727_1979	1979	511EB00209	WD_0727	ILLSINHA29	67	13	67_13	40	EB.09S.H.00291
18048-85-04-11/BG-P21-well-40_S616_L007_R2_001	18048-85-04-11	616	40	2	7	21	BG-P21-well-40_S616_L007	D4	BG_WD_0727_1979	1979	511EB00209	WD_0727	ILLSINHA29	67	13	67_13	40	EB.09S.H.00291
18048-85-04-11/BG-P21-well-41_S617_L007_R1_001	18048-85-04-11	617	41	1	7	21	BG-P21-well-41_S617_L007	D5	BG_WD_0727_2059	2059	513EB00021	WD_0727	ILLSINHA37	63	17	63_17	41	EB.09S.H.00428
18048-85-04-11/BG-P21-well-41_S617_L007_R2_001	18048-85-04-11	617	41	2	7	21	BG-P21-well-41_S617_L007	D5	BG_WD_0727_2059	2059	513EB00021	WD_0727	ILLSINHA37	63	17	63_17	41	EB.09S.H.00428
18048-85-04-11/BG-P21-well-42_S618_L007_R1_001	18048-85-04-11	618	42	1	7	21	BG-P21-well-42_S618_L007	D6	BG_WD_0727_2068	2068	511EB00371	WD_0727	ILLSINHA45	54	17	54_17	42	EB.09S.H.00525
18048-85-04-11/BG-P21-well-42_S618_L007_R2_001	18048-85-04-11	618	42	2	7	21	BG-P21-well-42_S618_L007	D6	BG_WD_0727_2068	2068	511EB00371	WD_0727	ILLSINHA45	54	17	54_17	42	EB.09S.H.00525
18048-85-04-11/BG-P21-well-43_S619_L007_R1_001	18048-85-04-11	619	43	1	7	21	BG-P21-well-43_S619_L007	D7	BG_WD_0727_1822	1822	511EB00441	WD_0727	ILLSINHA53	67	4	67_4	43	EB.10H.H.00096
18048-85-04-11/BG-P21-well-43_S619_L007_R2_001	18048-85-04-11	619	43	2	7	21	BG-P21-well-43_S619_L007	D7	BG_WD_0727_1822	1822	511EB00441	WD_0727	ILLSINHA53	67	4	67_4	43	EB.10H.H.00096
18048-85-04-11/BG-P21-well-44_S620_L007_R1_001	18048-85-04-11	620	44	1	7	21	BG-P21-well-44_S620_L007	D8	BG_WD_0727_1889	1889	511EB00469	WD_0727	ILLSINHA61	58	8	58_8	44	EB.10H.H.00144
18048-85-04-11/BG-P21-well-44_S620_L007_R2_001	18048-85-04-11	620	44	2	7	21	BG-P21-well-44_S620_L007	D8	BG_WD_0727_1889	1889	511EB00469	WD_0727	ILLSINHA61	58	8	58_8	44	EB.10H.H.00144
18048-85-04-11/BG-P21-well-45_S621_L007_R1_001	18048-85-04-11	621	45	1	7	21	BG-P21-well-45_S621_L007	D9	BG_WD_0727_2002	2002	511EB00313	WD_0727	ILLSINHA69	57	14	57_14	45	EB.09S.H.00436
18048-85-04-11/BG-P21-well-45_S621_L007_R2_001	18048-85-04-11	621	45	2	7	21	BG-P21-well-45_S621_L007	D9	BG_WD_0727_2002	2002	511EB00313	WD_0727	ILLSINHA69	57	14	57_14	45	EB.09S.H.00436
18048-85-04-11/BG-P21-well-46_S622_L007_R1_001	18048-85-04-11	622	46	1	7	21	BG-P21-well-46_S622_L007	D10	BG_WD_0727_1815	1815	511EB00379	WD_0727	ILLSINHA77	60	4	60_4	46	EB.10H.H.00018
18048-85-04-11/BG-P21-well-46_S622_L007_R2_001	18048-85-04-11	622	46	2	7	21	BG-P21-well-46_S622_L007	D10	BG_WD_0727_1815	1815	511EB00379	WD_0727	ILLSINHA77	60	4	60_4	46	EB.10H.H.00018
18048-85-04-11/BG-P21-well-47_S623_L007_R1_001	18048-85-04-11	623	47	1	7	21	BG-P21-well-47_S623_L007	D11	BG_WD_0727_2158	2158	511EB00089	WD_0727	ILLSINHA85	61	22	61_22	47	EB.09S.H.00116
18048-85-04-11/BG-P21-well-47_S623_L007_R2_001	18048-85-04-11	623	47	2	7	21	BG-P21-well-47_S623_L007	D11	BG_WD_0727_2158	2158	511EB00089	WD_0727	ILLSINHA85	61	22	61_22	47	EB.09S.H.00116
18048-85-04-11/BG-P21-well-48_S624_L007_R1_001	18048-85-04-11	624	48	1	7	21	BG-P21-well-48_S624_L007	D12	BG_WD_0727_1956	1956	511EB00442	WD_0727	ILLSINHA93	52	11	52_11	48	EB.10H.H.00097
18048-85-04-11/BG-P21-well-48_S624_L007_R2_001	18048-85-04-11	624	48	2	7	21	BG-P21-well-48_S624_L007	D12	BG_WD_0727_1956	1956	511EB00442	WD_0727	ILLSINHA93	52	11	52_11	48	EB.10H.H.00097
18048-85-04-11/BG-P21-well-49_S625_L007_R1_001	18048-85-04-11	625	49	1	7	21	BG-P21-well-49_S625_L007	E1	BG_WD_0727_1894	1894	511EB00235	WD_0727	ILLSINHA4	63	8	63_8	49	EB.09S.H.00324
18048-85-04-11/BG-P21-well-49_S625_L007_R2_001	18048-85-04-11	625	49	2	7	21	BG-P21-well-49_S625_L007	E1	BG_WD_0727_1894	1894	511EB00235	WD_0727	ILLSINHA4	63	8	63_8	49	EB.09S.H.00324
18048-85-04-11/BG-P21-well-5_S581_L007_R1_001	18048-85-04-11	581	5	1	7	21	BG-P21-well-5_S581_L007	A5	BG_WD_0727_1985	1985	511EB00474	WD_0727	ILLSINHA40	61	13	61_13	5	EB.10H.H.00151
18048-85-04-11/BG-P21-well-5_S581_L007_R2_001	18048-85-04-11	581	5	2	7	21	BG-P21-well-5_S581_L007	A5	BG_WD_0727_1985	1985	511EB00474	WD_0727	ILLSINHA40	61	13	61_13	5	EB.10H.H.00151
18048-85-04-11/BG-P21-well-50_S626_L007_R1_001	18048-85-04-11	626	50	1	7	21	BG-P21-well-50_S626_L007	E2	BG_WD_0727_1911	1911	511EB00387	WD_0727	ILLSINHA12	59	9	59_9	50	EB.10H.H.00028
18048-85-04-11/BG-P21-well-50_S626_L007_R2_001	18048-85-04-11	626	50	2	7	21	BG-P21-well-50_S626_L007	E2	BG_WD_0727_1911	1911	511EB00387	WD_0727	ILLSINHA12	59	9	59_9	50	EB.10H.H.00028
18048-85-04-11/BG-P21-well-51_S627_L007_R1_001	18048-85-04-11	627	51	1	7	21	BG-P21-well-51_S627_L007	E3	BG_WD_0727_2039	2039	511EB00250	WD_0727	ILLSINHA20	56	16	56_16	51	EB.09S.H.00352
18048-85-04-11/BG-P21-well-51_S627_L007_R2_001	18048-85-04-11	627	51	2	7	21	BG-P21-well-51_S627_L007	E3	BG_WD_0727_2039	2039	511EB00250	WD_0727	ILLSINHA20	56	16	56_16	51	EB.09S.H.00352
18048-85-04-11/BG-P21-well-52_S628_L007_R1_001	18048-85-04-11	628	52	1	7	21	BG-P21-well-52_S628_L007	E4	BG_WD_0727_2025	2025	511EB00418	WD_0727	ILLSINHA28	59	15	59_15	52	EB.10H.H.00061
18048-85-04-11/BG-P21-well-52_S628_L007_R2_001	18048-85-04-11	628	52	2	7	21	BG-P21-well-52_S628_L007	E4	BG_WD_0727_2025	2025	511EB00418	WD_0727	ILLSINHA28	59	15	59_15	52	EB.10H.H.00061
18048-85-04-11/BG-P21-well-53_S629_L007_R1_001	18048-85-04-11	629	53	1	7	21	BG-P21-well-53_S629_L007	E5	BG_WD_0727_1852	1852	511EB00440	WD_0727	ILLSINHA36	59	6	59_6	53	EB.10H.H.00095
18048-85-04-11/BG-P21-well-53_S629_L007_R2_001	18048-85-04-11	629	53	2	7	21	BG-P21-well-53_S629_L007	E5	BG_WD_0727_1852	1852	511EB00440	WD_0727	ILLSINHA36	59	6	59_6	53	EB.10H.H.00095
18048-85-04-11/BG-P21-well-54_S630_L007_R1_001	18048-85-04-11	630	54	1	7	21	BG-P21-well-54_S630_L007	E6	BG_WD_0727_2131	2131	511EB00226	WD_0727	ILLSINHA44	67	21	67_21	54	EB.09S.H.00313
18048-85-04-11/BG-P21-well-54_S630_L007_R2_001	18048-85-04-11	630	54	2	7	21	BG-P21-well-54_S630_L007	E6	BG_WD_0727_2131	2131	511EB00226	WD_0727	ILLSINHA44	67	21	67_21	54	EB.09S.H.00313
18048-85-04-11/BG-P21-well-55_S631_L007_R1_001	18048-85-04-11	631	55	1	7	21	BG-P21-well-55_S631_L007	E7	BG_WD_0727_1814	1814	511EB00297	WD_0727	ILLSINHA52	59	4	59_4	55	EB.09S.H.00415
18048-85-04-11/BG-P21-well-55_S631_L007_R2_001	18048-85-04-11	631	55	2	7	21	BG-P21-well-55_S631_L007	E7	BG_WD_0727_1814	1814	511EB00297	WD_0727	ILLSINHA52	59	4	59_4	55	EB.09S.H.00415
18048-85-04-11/BG-P21-well-56_S632_L007_R1_001	18048-85-04-11	632	56	1	7	21	BG-P21-well-56_S632_L007	E8	BG_WD_0727_1909	1909	511EB00434	WD_0727	ILLSINHA60	61	9	61_9	56	EB.10H.H.00081
18048-85-04-11/BG-P21-well-56_S632_L007_R2_001	18048-85-04-11	632	56	2	7	21	BG-P21-well-56_S632_L007	E8	BG_WD_0727_1909	1909	511EB00434	WD_0727	ILLSINHA60	61	9	61_9	56	EB.10H.H.00081
18048-85-04-11/BG-P21-well-57_S633_L007_R1_001	18048-85-04-11	633	57	1	7	21	BG-P21-well-57_S633_L007	E9	BG_WD_0727_2150	2150	511EB00048	WD_0727	ILLSINHA68	53	22	53_22	57	EB.09S.H.00065
18048-85-04-11/BG-P21-well-57_S633_L007_R2_001	18048-85-04-11	633	57	2	7	21	BG-P21-well-57_S633_L007	E9	BG_WD_0727_2150	2150	511EB00048	WD_0727	ILLSINHA68	53	22	53_22	57	EB.09S.H.00065
18048-85-04-11/BG-P21-well-58_S634_L007_R1_001	18048-85-04-11	634	58	1	7	21	BG-P21-well-58_S634_L007	E10	BG_WD_0727_1938	1938	511EB00432	WD_0727	ILLSINHA76	69	10	69_10	58	EB.10H.H.00079
18048-85-04-11/BG-P21-well-58_S634_L007_R2_001	18048-85-04-11	634	58	2	7	21	BG-P21-well-58_S634_L007	E10	BG_WD_0727_1938	1938	511EB00432	WD_0727	ILLSINHA76	69	10	69_10	58	EB.10H.H.00079
18048-85-04-11/BG-P21-well-59_S635_L007_R1_001	18048-85-04-11	635	59	1	7	21	BG-P21-well-59_S635_L007	E11	BG_WD_0727_2124	2124	511EB00363	WD_0727	ILLSINHA84	65	20	65_20	59	EB.09S.H.00517
18048-85-04-11/BG-P21-well-59_S635_L007_R2_001	18048-85-04-11	635	59	2	7	21	BG-P21-well-59_S635_L007	E11	BG_WD_0727_2124	2124	511EB00363	WD_0727	ILLSINHA84	65	20	65_20	59	EB.09S.H.00517
18048-85-04-11/BG-P21-well-6_S582_L007_R1_001	18048-85-04-11	582	6	1	7	21	BG-P21-well-6_S582_L007	A6	BG_WD_0727_2014	2014	511EB00377	WD_0727	ILLSINHA48	69	14	69_14	6	EB.10H.H.00007
18048-85-04-11/BG-P21-well-6_S582_L007_R2_001	18048-85-04-11	582	6	2	7	21	BG-P21-well-6_S582_L007	A6	BG_WD_0727_2014	2014	511EB00377	WD_0727	ILLSINHA48	69	14	69_14	6	EB.10H.H.00007
18048-85-04-11/BG-P21-well-60_S636_L007_R1_001	18048-85-04-11	636	60	1	7	21	BG-P21-well-60_S636_L007	E12	BG_WD_0727_1958	1958	511EB00142	WD_0727	ILLSINHA92	51	12	51_12	60	EB.09S.H.00194
18048-85-04-11/BG-P21-well-60_S636_L007_R2_001	18048-85-04-11	636	60	2	7	21	BG-P21-well-60_S636_L007	E12	BG_WD_0727_1958	1958	511EB00142	WD_0727	ILLSINHA92	51	12	51_12	60	EB.09S.H.00194
18048-85-04-11/BG-P21-well-61_S637_L007_R1_001	18048-85-04-11	637	61	1	7	21	BG-P21-well-61_S637_L007	F1	BG_WD_0727_2031	2031	511EB00093	WD_0727	ILLSINHA3	53	15	53_15	61	EB.09S.H.00122
18048-85-04-11/BG-P21-well-61_S637_L007_R2_001	18048-85-04-11	637	61	2	7	21	BG-P21-well-61_S637_L007	F1	BG_WD_0727_2031	2031	511EB00093	WD_0727	ILLSINHA3	53	15	53_15	61	EB.09S.H.00122
